,coin,time,addresses_active_count,addresses_new_non_zero_count,addresses_count,addresses_receiving_count,addresses_sending_count,transactions_transfers_volume_sum,mining_hash_rate_mean,mining_difficulty_latest
510,ETH,1605312000,423499,96510,90531779,205493,194502,1848399.56274769,253697946730123.0,3432956393965390.0
511,ETH,1442102400,1598,185,20335,1471,946,224183.039759655,404027987626.15,6933257412384.0
512,ETH,1447200000,2033,135,29558,1905,1226,301403.980114451,446469499914.739,7760282862653.0
513,ETH,1479686400,15905,1603,641577,14514,7687,660726.505209948,5934085679021.01,85413566914734.0
514,ETH,1484006400,16033,2138,751151,14851,8032,4590314.23687667,6887983442256.56,98241956120785.0
515,ETH,1504137600,185903,56775,5637895,145857,97311,16426090.0447542,88936986983582.3,2185324343910200.0
516,ETH,1562112000,323873,75644,53980100,180561,142802,2063766.91274753,158170290130675.0,2140729934396200.0
517,ETH,1569024000,228626,50683,58675986,132872,82960,1048697.37199969,185337841426083.0,2494151670817020.0
518,ETH,1582329600,251003,45737,67217045,114019,124141,923837.937427872,172016113787712.0,2282369537564180.0
519,ETH,1598054400,374847,86780,83111352,220797,165243,2139387.72158728,202162562433157.0,2697113052515210.0
520,ETH,1472256000,19491,1444,455511,18343,9372,895305.584619302,4850915690196.91,70789516246918.0
521,ETH,1483574400,18556,3123,739858,16927,9962,8078450.66662219,6344418243419.66,91080219209156.0
522,ETH,1505952000,142841,36171,6639518,114465,70337,9219114.30329175,101329373924105.0,2565635142264680.0
523,ETH,1514678400,439879,184493,15310176,354403,239370,9045428.87747331,131194599509176.0,1895125500880390.0
524,ETH,1556928000,219018,50225,48972738,143121,104111,1981858.51754362,146977036671361.0,2004863939620320.0
525,ETH,1560124800,289265,60647,52230768,165925,138633,2490976.87344679,151492599493281.0,2042368131940950.0
526,ETH,1564358400,266045,63645,55479395,155749,108631,1711702.77718334,164492770894081.0,2218275770434540.0
527,ETH,1565568000,298162,63550,56367520,163295,133290,1514058.76100128,173247774934993.0,2358581119428330.0
528,ETH,1572393600,249354,53446,60778778,136252,85735,1737024.19685474,176898697785456.0,2492086383118520.0
529,ETH,1581120000,252688,58362,66408822,132631,100116,1291717.28882248,160279594927007.0,2153234679513430.0
530,ETH,1583280000,245531,55432,67809758,135282,97237,1486282.76271897,172598870872010.0,2349977966136130.0
531,ETH,1599436800,350898,79271,84488313,192347,152825,4124906.62865296,229458792732943.0,3048212187007170.0
532,ETH,1618617600,637511,220758,111087431,456995,310292,2608031.3083342,499532759038682.0,6664588643718510.0
533,ETH,1438732800,0,53,9747,0,0,,80361131461.383,1363540293481.0
534,ETH,1459814400,12088,1152,134155,11401,4901,689118.435220225,1794023546703.12,26059710715142.0
535,ETH,1466467200,20608,2823,304221,18505,8614,1786910.55877093,3468494113026.75,49411163003690.0
536,ETH,1471564800,19604,1626,441062,18490,8504,1024505.31710418,4344724283827.02,61593779789891.0
537,ETH,1486857600,16993,1751,817686,15265,8364,1211245.40886481,8865042320333.98,126285289083994.0
538,ETH,1527465600,434911,88160,31741393,286309,158067,2726108.42322289,213398251170167.0,3236040881401860.0
539,ETH,1529020800,374176,75964,33222672,226792,153210,3583592.87479165,217868880485730.0,3282508276993200.0
540,ETH,1565740800,285729,65223,56512329,174178,107270,2268637.03861214,170937731655562.0,2326918982226270.0
541,ETH,1568764800,284811,55053,58515330,156980,104865,2610632.94261254,183544544850497.0,2501480890521850.0
542,ETH,1572739200,207310,39631,60960324,112113,72170,1053564.49674378,175986556191087.0,2509003253868210.0
543,ETH,1587513600,299785,89966,71061645,175595,114550,1966711.2503365,165338050852216.0,2255225932714690.0
544,ETH,1601683200,326563,68620,86487255,165111,154376,1793523.9029579,237113097647697.0,3223273665786990.0
545,ETH,1619222400,668174,177804,112635676,381850,337651,2159194.50465408,516567743845133.0,7104771941110400.0
546,ETH,1452211200,2610,188,36856,2285,1620,196293.490596427,497219883977.125,8496155461196.0
547,ETH,1471478400,19246,1711,439436,18186,8509,1167707.78752202,4311005806435.51,64000079263338.0
548,ETH,1479340800,15664,1717,635174,14103,7528,3211389.64814241,4498682131213.12,60595689856952.0
549,ETH,1482451200,17157,4064,713655,16012,7354,6254070.76942383,5647694040521.05,77569283351239.0
550,ETH,1521331200,308344,85175,26245287,241068,124044,2858521.71674547,224143985541525.0,3306891189248520.0
551,ETH,1545264000,244596,47644,42770828,155916,110230,4379656.1370193,151848699906634.0,2261752945558770.0
552,ETH,1549584000,184410,29729,44747872,115913,89194,2150613.10562553,135002093709389.0,2408160293773690.0
553,ETH,1555372800,245079,63169,47873693,163202,108524,2216358.29555949,140601297076804.0,1928311963381890.0
554,ETH,1555804800,270823,72843,48206628,165313,111521,2005420.65498016,140337440858456.0,1914724166942240.0
555,ETH,1561852800,257188,60839,53767450,166102,105982,1963987.19920098,162557619477203.0,2173998018167810.0
556,ETH,1584403200,271955,68224,68570158,147417,101895,3322504.34469465,160615525123304.0,2167797175086010.0
557,ETH,1598400000,394674,96628,83491202,231668,169616,2796353.62213345,207855652136241.0,2833918960106180.0
558,ETH,1601596800,350169,70175,86418635,178489,169266,3284418.76593881,241740771709133.0,3225554519306960.0
559,ETH,1602892800,429359,106338,87693874,204881,192434,1448976.12232322,251915366590687.0,3379023427276620.0
560,ETH,1603152000,387440,95230,87963759,210757,147613,2271954.87872249,251970504030141.0,3338135709843210.0
561,ETH,1445731200,1494,185,24843,1367,891,261608.545774202,388634160050.171,6484177295086.0
562,ETH,1484697600,16307,2282,768876,15027,7627,872848.474042759,7159035072978.03,103312274843086.0
563,ETH,1515110400,690235,339608,16705863,591718,351888,18517692.8608194,119445820025554.0,1945720560840680.0
564,ETH,1561507200,354847,94885,53464188,218380,178925,3718839.85570292,161993621897667.0,2155935347541000.0
565,ETH,1577404800,202000,42756,64604768,104432,69437,1257134.66074947,144842609940369.0,2502404820109080.0
566,ETH,1599264000,313397,70600,84333783,196632,133543,6203865.44000933,223067150351174.0,2948787628827730.0
567,ETH,1442275200,1486,159,20642,1364,892,603437.362543656,359733463886.929,6265614006381.0
568,ETH,1461974400,19611,1968,159957,14250,7606,2643633.62828491,2361382555432.34,34401336525063.0
569,ETH,1468627200,18610,1631,356744,17791,6269,781953.890673747,4122387870133.69,59527432521766.0
570,ETH,1492128000,32489,6454,1223708,28380,18918,7147367.55213497,18555278779076.7,282342678822931.0
571,ETH,1502409600,155324,48547,4643407,124701,80331,46488523.6025368,77843257613655.7,1680240052639540.0
572,ETH,1508284800,165342,46566,7649601,124001,87285,14598235.1832657,101631288732686.0,1442385809721940.0
573,ETH,1562544000,297628,62354,54266368,166990,121790,1771678.49624511,158573573990092.0,2177607153086000.0
574,ETH,1566000000,254892,57923,56691780,157535,98157,1226097.49855914,175553431947969.0,2339724208219580.0
575,ETH,1591228800,365838,109732,75156961,210415,161394,1576949.61507101,176050621505189.0,2310997516256480.0
576,ETH,1610064000,533554,149748,96708434,322790,252265,5897191.01642199,302154341425451.0,3966789218389580.0
577,ETH,1491004800,32141,7185,1118303,27292,19756,9648415.32461133,16378407474782.1,243469983079870.0
578,ETH,1504915200,166105,45643,6100548,127568,71466,19649875.8117419,95582533293771.5,2326061187940750.0
579,ETH,1552780800,200211,44988,46211355,128794,78911,1748631.60386258,141101471534606.0,1899281665522460.0
580,ETH,1558310400,303784,81447,50242787,190801,144788,3151750.69459538,153832664626451.0,2117122588374960.0
581,ETH,1571011200,239115,54049,59870352,133995,83075,2080307.1902465,178184735911001.0,2422186130075570.0
582,ETH,1572134400,222839,49413,60616991,125659,80618,1211081.54885429,172594161151047.0,2361839959681160.0
583,ETH,1598745600,314721,77927,83837619,209395,142505,3361194.60706263,207365255564065.0,2770004838219940.0
584,ETH,1444608000,1327,54,22877,1218,824,270873.926099278,366132726170.546,6272144944853.0
585,ETH,1471219200,19558,1652,434344,18461,8482,1431506.60268316,4191312964200.07,62171199139769.0
586,ETH,1472342400,19818,1621,457132,18637,8734,750355.791683248,4803862003068.15,69167731787734.0
587,ETH,1475193600,17196,2090,519057,15020,10166,909819.303607551,5795648594014.87,82298037946701.0
588,ETH,1501459200,134872,32674,4238003,102813,63824,8739980.04252747,74867167667000.1,1581114675129900.0
589,ETH,1504224000,179046,56222,5694117,140169,91551,15492207.5750519,91028648653612.1,2208723445059810.0
590,ETH,1512604800,290036,128441,11050033,231890,144059,10882516.2189175,99257052967731.2,1572809701148170.0
591,ETH,1516060800,714225,269508,19539709,529488,411824,15168854.4326477,140648697747146.0,2212100579593020.0
592,ETH,1553299200,204313,44120,46506315,127417,96824,2560722.76475021,136447667951071.0,1847220091485560.0
593,ETH,1555027200,298063,52573,47659177,147620,180913,2513702.81994996,139594530932945.0,1897112628838160.0
594,ETH,1555545600,258054,55383,47993581,155082,123565,2631097.30934274,137359031949509.0,1868696857237640.0
595,ETH,1570060800,220089,46044,59271415,125047,78146,1001404.28470142,175666085794161.0,2394142806834330.0
596,ETH,1598918400,365472,90462,84021500,256359,167818,6617859.60503077,217507011060396.0,2933919476770000.0
597,ETH,1621382400,615757,143896,117124386,405117,278647,9910894.48471226,600590726597204.0,8076596779859000.0
598,ETH,1446854400,2058,410,28475,1913,1146,425968.41911174,430137113949.846,7591307980985.0
599,ETH,1552348800,227971,44740,45985449,137656,103575,2363895.78472718,138367568967565.0,1857067406907020.0
600,ETH,1582675200,253226,57184,67430327,143760,96715,2845247.82944407,170103661439152.0,2277021454088040.0
601,ETH,1506988800,141331,37609,7044372,109504,73872,22461679.0455037,93949751089662.0,2890787283174450.0
602,ETH,1537056000,208452,34559,38606768,140459,76319,1217107.38175771,221247708692812.0,3175992631090050.0
603,ETH,1585612800,255479,65753,69523403,146197,91399,2080070.46410571,164201855784551.0,2157966586401240.0
604,ETH,1593475200,422176,101824,77635364,229068,183385,1989193.51814535,176727152186332.0,2456727996510660.0
605,ETH,1603929600,375870,98912,88880932,216206,158009,2168819.55562778,256854325897446.0,3440931159623680.0
606,ETH,1609286400,449682,111224,95534306,253704,199369,3626024.45935232,277816357472330.0,3676011259895330.0
607,ETH,1615334400,524052,136670,105260533,312254,265922,2999222.26143105,413004465769789.0,5543609482911340.0
608,ETH,1452729600,2751,202,38326,2330,1690,332499.048194957,514373324045.329,9051169529686.0
609,ETH,1468972800,22493,2010,364195,19334,8953,14045533.6368964,4050905882049.07,57074660645309.0
610,ETH,1469145600,23004,3004,369763,20508,10030,3021109.49587112,4106183773148.0,59197522541000.0
611,ETH,1474329600,24152,2384,498357,21458,12278,3685741.74488586,5331614733560.77,77284852735216.0
612,ETH,1487721600,18186,1891,838712,16394,9407,2695494.54806051,9701240486110.42,139792679560599.0
613,ETH,1489622400,44081,16328,960947,38951,28747,31583517.7511913,12882601425768.8,188289907106227.0
614,ETH,1494806400,52248,16782,1580403,44321,29778,16971839.2357911,25869752440332.4,411292281836157.0
615,ETH,1510358400,160347,49239,8825368,119983,80996,12526474.2748689,104211233204135.0,1481660504933530.0
616,ETH,1513382400,401509,160185,12380881,307786,209722,8170143.82548954,116297590025208.0,1764722821639460.0
617,ETH,1516579200,494049,170063,20720285,390586,264387,8920002.27409858,163072778818368.0,2409049164086390.0
618,ETH,1526169600,347440,86184,30387111,243967,121102,1184466.05620159,226446252069988.0,3384045233363140.0
619,ETH,1534464000,298310,42565,37210808,176476,144910,1860578.06084284,235298674975782.0,3497379094606980.0
620,ETH,1536105600,302289,50078,38152063,182884,134846,2463406.58109854,236508267462841.0,3353020276809390.0
621,ETH,1573603200,257597,62811,61533289,139031,84060,1295155.24795326,178483000720198.0,2569059166793030.0
622,ETH,1574035200,247940,51361,61792789,132987,85446,1387377.40921159,175282334782278.0,2530066669404680.0
623,ETH,1592265600,351608,92547,76252279,198431,137799,1633196.45278449,175165256750067.0,2314575796731700.0
624,ETH,1607904000,469111,171703,93782243,297452,213084,2081160.63914664,265787990176295.0,3578196221726380.0
625,ETH,1442188800,1622,148,20483,1511,1006,267426.239886722,371887518180.468,6589374921913.0
626,ETH,1472860800,19971,1778,468480,18716,8926,1163002.6969053,4713759914823.24,67426219543708.0
627,ETH,1476921600,20543,1477,583515,17315,9615,726414.079497814,6736344911993.09,100888910584371.0
628,ETH,1490572800,33502,8851,1066538,29229,20273,11032024.5184168,15939573237754.0,234902153851959.0
629,ETH,1498348800,118434,34447,3063398,92053,61704,4057648.92392766,51551796451309.4,894228934824940.0
630,ETH,1505347200,190503,49674,6344792,136337,104156,14833568.7911985,96654411774492.6,2361411320156410.0
631,ETH,1505865600,147836,37273,6603347,115506,78602,9526887.18301331,99140845262871.2,2383922642048920.0
632,ETH,1557619200,249666,66882,49498516,161874,118369,2859391.40615752,146829910188384.0,2013008064690000.0
633,ETH,1566777600,286483,59612,57258399,162478,92001,1864543.70434251,165366546309250.0,2203598558489910.0
634,ETH,1570838400,233729,53891,59767893,126109,85820,1219766.01286464,176335042469206.0,2377508099807760.0
635,ETH,1573171200,252226,56183,61252794,138347,85337,1438254.21847133,174728652674568.0,2410628764555780.0
636,ETH,1594252800,402552,107912,78518228,227948,179898,2418137.16366148,178800130613320.0,2413571610138330.0
637,ETH,1597449600,400232,98348,82433312,229740,185587,2179891.73774996,204421849731993.0,2647912768188930.0
638,ETH,1444953600,1366,75,23470,1258,865,360118.5809828,328810866398.081,5806888805954.0
639,ETH,1449792000,1784,84,32698,1674,1113,319138.868639405,471987005288.134,8061889788712.0
640,ETH,1458518400,10316,1384,116394,9521,5011,890482.75618292,1335378401631.16,19183195731954.0
641,ETH,1474243200,20815,1003,495973,19488,7720,917266.592222931,4639187266931.27,71421599643421.0
642,ETH,1500681600,99867,20594,3971475,82361,44995,4572302.12211588,68744407927726.4,1326332673670450.0
643,ETH,1514851200,586797,244648,15710313,454848,338737,13984780.9269497,128031445143626.0,1952335668674460.0
644,ETH,1522540800,241667,46546,27108965,183643,98070,1251787.12738397,225466991411715.0,3143965030442330.0
645,ETH,1528243200,364224,87177,32518985,243609,138671,2221649.27548346,206138985762992.0,3100396672304310.0
646,ETH,1550016000,187874,37841,44900214,125031,72868,1796929.26513075,135654777161442.0,2807593643055890.0
647,ETH,1555891200,284359,82972,48289600,188432,110550,2403650.32966547,141642272376603.0,1897890643399570.0
648,ETH,1558742400,292288,83493,50690002,180760,122126,1859754.97502238,152172632749477.0,2063410241414490.0
649,ETH,1560643200,416811,73166,52654059,215529,253118,2300910.33693011,149294715722586.0,2035556788648940.0
650,ETH,1563494400,269622,54830,54930702,147949,112729,1976275.60415387,161964774331388.0,2185367140934670.0
651,ETH,1593216000,373462,102548,77350381,211521,147894,1816128.3454022,175683683770776.0,2303601749781090.0
652,ETH,1598832000,369137,93419,83931038,248872,167009,5340755.78581038,208381654508257.0,2905686165874240.0
653,ETH,1611273600,451812,120030,98513806,272745,210469,4598738.37729164,321549014989608.0,4320907837172680.0
654,ETH,1621641600,574513,113703,117482732,335872,237796,3964589.93352676,591472609769676.0,8094020309413460.0
655,ETH,1447977600,1763,99,30394,1674,1053,194574.871310497,435273646545.898,7580119726184.0
656,ETH,1448236800,1738,101,30994,1615,1118,684591.954121512,445647654113.841,7592327643841.0
657,ETH,1451433600,2360,105,35367,1891,1444,215186.658638634,493085040973.387,8655853479591.0
658,ETH,1459123200,10791,1310,124120,10238,4699,793228.061495678,1510422156990.27,22520065696335.0
659,ETH,1462752000,15260,1682,175719,14258,7062,1962511.57577002,2439237559919.42,35616128660185.0
660,ETH,1478390400,14769,1607,614747,13321,6994,514304.597468458,3616483168223.36,53802498132632.0
661,ETH,1488931200,21949,4193,891697,19899,12418,11254298.5498138,11865605475652.0,176314980348703.0
662,ETH,1494892800,51916,18532,1598935,44981,29912,21748157.6740479,26334925878621.6,427457478381439.0
663,ETH,1538092800,235655,37913,39064983,171857,89115,1688099.99977078,231662934931835.0,3284702528671880.0
664,ETH,1541462400,251965,48561,40774242,167401,101702,1863394.48680974,211404136988943.0,3006491725345210.0
665,ETH,1547856000,206647,41082,44057528,131041,81801,1458261.04999505,173278976413592.0,2650391951070100.0
666,ETH,1554854400,250109,70990,47541130,164650,120843,2845016.57086127,140178578730526.0,1946070106410660.0
667,ETH,1441929600,1701,175,20032,1571,1076,726440.909953091,390448600509.169,6817242565107.0
668,ETH,1462060800,14479,1444,161401,13297,6841,1699764.9713221,2369696942872.72,32432433259410.0
669,ETH,1471046400,19010,1548,431036,18080,7842,1996837.87723023,4164961534680.78,60084409774050.0
670,ETH,1475884800,18750,2532,550195,15585,9304,1051596.18905313,5454985427159.93,82183699161812.0
671,ETH,1490918400,44805,13712,1111118,35528,29770,14676301.3970868,16587047683185.1,243330426834941.0
672,ETH,1532649600,393551,90362,35766231,223211,110898,1356770.74802971,239479252991642.0,3578867040653910.0
673,ETH,1586044800,223323,54153,69819962,125421,86129,962548.960221719,166665363199123.0,2191035310106760.0
674,ETH,1595635200,412990,96705,80110949,242068,190412,2829573.22431194,175285107310614.0,2358572134347300.0
675,ETH,1455408000,5542,1083,60925,5042,2609,919515.554737719,721498640763.999,12652244288763.0
676,ETH,1482537600,15106,1543,715198,14170,6805,2353296.85169778,5346668649806.95,76965346250030.0
677,ETH,1497830400,135673,52290,2796490,113069,72363,11091017.3366823,47854328392004.0,792962135893472.0
678,ETH,1507420800,128629,32565,7218463,99905,64669,8471135.36467329,96897653523650.6,2898814463360090.0
679,ETH,1517270400,432135,146799,21851435,342937,228557,8481103.8742139,176067546885082.0,2593936558662780.0
680,ETH,1526256000,384986,81844,30468955,273009,154180,2165358.86059557,216597014717572.0,3286476398313860.0
681,ETH,1527292800,364419,70548,31559474,223831,115504,1325047.54892955,215134700750823.0,3307211074407830.0
682,ETH,1532563200,366091,76309,35675869,220463,127347,1234900.75110801,238882089495856.0,3535898851971520.0
683,ETH,1558483200,304000,85719,50422564,194776,140585,2866230.08514794,152810368020884.0,2079808658080890.0
684,ETH,1595116800,374151,84426,79524987,201246,194070,1614195.13917225,180937178557942.0,2410767117118950.0
685,ETH,1610582400,489941,134833,97502256,280397,217985,6605437.484025,312295025085613.0,4070908857558740.0
686,ETH,1617321600,596110,166495,108704828,371790,280339,4169291.7766065,469498555697557.0,6176146593933360.0
687,ETH,1458777600,10061,1099,119805,9503,4357,954146.795132877,1396919607370.06,20444410900077.0
688,ETH,1465344000,17766,1985,264510,16506,7507,2152073.62169058,3231445941930.04,46749054753038.0
689,ETH,1470268800,21438,2699,412568,19715,9968,3683299.42278336,3659011406623.94,53082729638927.0
690,ETH,1489881600,31688,8506,996736,28366,19650,5215392.62346184,13139770119509.4,190267169195061.0
691,ETH,1517529600,477848,164298,22312403,393048,265389,11082934.0214294,183877668143518.0,2761088279390320.0
692,ETH,1523318400,273718,62188,27713490,195410,109128,1260567.51961017,220330281720735.0,3167025329039840.0
693,ETH,1524096000,336554,93298,28356094,236618,135206,1806905.50895924,208207964297076.0,3182783381983870.0
694,ETH,1524268800,362104,107356,28557933,262191,138719,1696708.52175547,215574176369535.0,3179889471353390.0
695,ETH,1537488000,244858,45891,38805816,173196,113233,2910686.3519293,218833630293759.0,3341440984346040.0
696,ETH,1604275200,415240,103520,89294121,228147,180350,3281261.33745856,246509074780635.0,3287273452674770.0
697,ETH,1439078400,731,253,10894,489,457,1165448.07459555,101396920722.077,1741399466631.0
698,ETH,1439337600,904,312,13744,673,565,747447.449022974,130892997332.715,2248237602936.0
699,ETH,1454371200,4161,552,49528,3883,1958,619265.284535179,611654698495.618,10325422811950.0
700,ETH,1481760000,17342,1744,691139,13956,7658,2119882.77373495,5730760611739.51,81816796959429.0
701,ETH,1490227200,30333,7556,1030589,27336,18421,11598818.8420687,14428790920875.6,209679797040055.0
702,ETH,1513641600,501139,215350,12937968,392340,259637,11262971.802981,112563589111110.0,1749291895788620.0
703,ETH,1527897600,390600,72054,32174673,232642,136451,1295498.74643476,208112844863391.0,3206864118514180.0
704,ETH,1539302400,252120,47419,39625291,155465,88186,2016377.36254605,231083012640435.0,3173197038891520.0
705,ETH,1549670400,169210,26797,44774669,111168,70152,1146922.02601364,134306431564537.0,2513647486914540.0
706,ETH,1562630400,315248,70158,54336526,175442,137213,4252155.80117179,163027938052556.0,2198066589819960.0
707,ETH,1590451200,334357,107774,74222569,206992,132470,1881283.71341954,167891656970898.0,2304856109567390.0
708,ETH,1592352000,345907,92570,76344849,205429,135578,1621610.26005355,170872289165155.0,2250949357421200.0
709,ETH,1451865600,2537,161,36113,2080,1610,154125.471932754,491178701739.228,8194539681122.0
710,ETH,1452988800,2578,267,39233,2435,1407,370955.278528445,528315777888.758,9043648790664.0
711,ETH,1467676800,19608,2709,333144,18374,8227,3549587.39398926,4018328025058.61,56031147960308.0
712,ETH,1476835200,14025,1273,582038,12565,6657,664705.418224685,6123182881940.93,83058101931683.0
713,ETH,1482105600,16628,1501,697227,15287,7494,1382396.03698056,6203798635896.5,89377168942679.0
714,ETH,1501027200,106966,25504,4083667,89494,51271,18944188.5880297,71587077465903.7,1343756879309310.0
715,ETH,1515024000,702940,348434,16366255,595595,385820,20231765.9356603,119591110407018.0,1949106382485350.0
716,ETH,1519430400,280631,74690,24539405,217979,125580,2905636.64423652,201290888181820.0,3113108253769920.0
717,ETH,1535155200,290696,41238,37585229,160544,115353,1077313.10518431,239897175096476.0,3554888459634680.0
718,ETH,1541203200,229463,37341,40634285,149622,86801,1092229.46630726,212447651208171.0,2989203346742280.0
719,ETH,1550620800,201485,38338,45159940,128113,91884,2220467.49077637,143925096609989.0,2945580028009760.0
720,ETH,1559692800,295236,69313,51916163,179297,128689,3421032.65936269,149803770147858.0,2039015380431110.0
721,ETH,1564963200,301906,66780,55911168,174131,134111,2824779.02957268,171235245987132.0,2298585089504870.0
722,ETH,1580342400,196317,39006,66004397,107261,80128,1357192.64427616,153604903014355.0,2054975171951310.0
723,ETH,1591401600,331250,99536,75360614,191672,145898,905534.911937225,174218964855245.0,2348283183845910.0
724,ETH,1608768000,424913,96786,94916648,243843,170955,2826465.31674324,275858705662990.0,3669224541882380.0
725,ETH,1448409600,1709,82,31254,1608,1109,188350.230413913,429662935488.236,7418526923454.0
726,ETH,1465689600,18465,2037,271720,17236,7640,1099987.13519248,3322502696078.66,48344689330853.0
727,ETH,1490054400,32893,9731,1015369,29356,19936,13135341.3690932,13752682803556.6,201229137762495.0
728,ETH,1511395200,225891,69271,9606814,172030,112663,16143837.7324398,108781874319345.0,1528223944995710.0
729,ETH,1537833600,228975,39458,38947721,153260,95698,1878313.55463059,227812010500700.0,3136467706342830.0
730,ETH,1551484800,207944,35631,45564659,121297,91544,1485317.2235117,142442272242149.0,1937148037651460.0
731,ETH,1553817600,235121,61020,46840237,154646,106173,2580762.57333159,131993488558984.0,1791972593870180.0
732,ETH,1557705600,287808,87655,49586171,194140,136866,3829161.68013471,144495350631514.0,1965383319084480.0
733,ETH,1575244800,256251,63376,62494759,139144,81884,1710219.14823646,166370763439400.0,2638766174088650.0
734,ETH,1601078400,355954,72512,85951676,168796,175635,2281834.87407708,241724395814299.0,3297321701405540.0
735,ETH,1618876800,690506,279327,111801136,522914,360286,2850623.77333512,507181108859397.0,6871989467386870.0
736,ETH,1473033600,19944,1516,471692,18739,8786,733547.707508383,4754976681660.69,68023142250638.0
737,ETH,1489449600,30083,8948,935109,26781,18759,7877687.5238245,12406987384472.9,183192925392994.0
738,ETH,1500595200,116402,27693,3950881,97872,53725,21008660.1866983,68546674268636.7,1260695762161880.0
739,ETH,1529280000,327097,75696,33424554,219412,116360,1587545.31182853,233957018862199.0,3471508011313410.0
740,ETH,1549065600,182227,29126,44590084,119048,72746,1216172.6353409,134606400845100.0,2450623035563590.0
741,ETH,1574208000,237369,48410,61896510,128114,84408,1325093.87873164,163223699839452.0,2383357702819920.0
742,ETH,1612137600,502910,150617,99857040,329923,240144,3128694.03243095,346471898701645.0,4577562444511670.0
743,ETH,1453766400,4326,892,43901,3976,2302,1445111.57180414,632657694606.807,10866035724310.0
744,ETH,1461110400,12673,961,148556,12145,4968,674655.266284686,2110782142048.38,30539452606524.0
745,ETH,1481414400,15171,1517,684965,13587,6711,1947010.3047585,5853558679740.51,83483697813584.0
746,ETH,1509494400,202644,55356,8297246,140681,102532,13990101.8793628,106934375699503.0,1471793434895090.0
747,ETH,1571184000,243295,55257,59989561,134277,81017,1479231.5690532,182605604271031.0,2568699670981240.0
748,ETH,1571702400,249352,54319,60344772,139599,81062,1340951.33351405,177372516638025.0,2418352721678100.0
749,ETH,1586908800,299330,72310,70496075,150959,141088,1376860.98329351,168809547041235.0,2245698777280610.0
750,ETH,1597968000,417138,98566,83024572,266459,180854,3075141.97174418,204877178699783.0,2769459723606830.0
751,ETH,1612742400,526163,149681,100926819,338987,256046,3963873.82397192,363243477736116.0,4841394468562260.0
752,ETH,1616112000,526487,155060,106630722,339085,247426,2176220.29676946,432893140867287.0,5798583685780270.0
753,ETH,1443052800,1568,91,21531,1459,991,306723.19862198,408438815507.653,6952113414449.0
754,ETH,1446076800,1971,243,25612,1780,1239,517732.066061671,420144612318.767,7198583101540.0
755,ETH,1454198400,4390,862,48334,4128,2038,1095129.17356854,603213673889.342,10665854699497.0
756,ETH,1493769600,41350,11041,1392271,36337,22349,22560091.611368,22188168295140.9,341296999760725.0
757,ETH,1497744000,117416,46592,2744200,99761,67035,9462503.07591092,47619169617858.4,747161080376174.0
758,ETH,1498521600,130722,40576,3154430,101928,73170,11672623.1199321,53814929298189.8,951564080557307.0
759,ETH,1524528000,397119,97632,28833667,282058,162008,2711941.56642978,207243770104070.0,3098820533649630.0
760,ETH,1532044800,325993,75000,35262554,212079,118314,1761749.81329393,231416761215156.0,3232335995071790.0
761,ETH,1553731200,241263,60276,46779217,162267,99931,2329108.62853407,130874924968058.0,1812364902647410.0
762,ETH,1568592000,294845,58889,58405161,166383,101096,2329377.32909137,176190344147213.0,2436461235988710.0
763,ETH,1576368000,193070,140522,63457044,102001,62710,649297.765883568,166362707761262.0,2797107020769870.0
764,ETH,1589328000,292856,84600,73002962,181721,126700,2488153.73439507,168731620850155.0,2271468757376500.0
765,ETH,1590969600,353919,109024,74829608,217401,144122,2089672.87407372,170253665482108.0,2332061303237400.0
766,ETH,1473292800,22067,2169,477329,20032,10224,1437381.33429635,4762777907419.45,69222583348344.0
767,ETH,1483747200,16353,2209,744863,15003,8383,4401826.15199135,6602630894634.38,94365671817485.0
768,ETH,1494028800,42975,12801,1436093,37956,23697,15506111.888888,22937022935993.1,353757836106874.0
769,ETH,1505520000,154075,37983,6441965,122757,75067,9472997.48176511,98116227542296.4,2422033720200470.0
770,ETH,1515715200,590107,250197,18613736,468812,308486,12472386.0587962,131627052460668.0,2174280658137740.0
771,ETH,1532995200,364774,92704,36131442,227358,136621,2837677.13443097,241651194528716.0,3615414508625320.0
772,ETH,1546992000,247069,49750,43640687,155031,107211,2193457.17806381,175465566116252.0,2743232063654690.0
773,ETH,1556841600,238961,60818,48922513,153945,107892,2526933.09899415,139137704552786.0,1861471248934890.0
774,ETH,1616198400,520471,146499,106777221,338843,247310,1776789.85714838,442976469908786.0,6059984179834400.0
775,ETH,1439251200,2339,1889,13432,2106,2119,1485696.53360261,124075704134.252,2171897473895.0
776,ETH,1444521600,1300,44,22823,1206,832,152908.978504288,360444554729.875,6178694969553.0
777,ETH,1468886400,25044,2123,362185,13589,17368,9752065.52686743,4170270547671.08,59829536177981.0
778,ETH,1488412800,31671,5685,865503,22591,20763,17308255.1928864,10708886375814.7,159299149778731.0
779,ETH,1510185600,190626,57633,8711202,144549,88968,18434563.9085165,101777438489171.0,1417431846269560.0
780,ETH,1533168000,361891,67570,36290740,199806,122124,1585631.31752518,240608165957042.0,3512465918027210.0
781,ETH,1549929600,183115,37009,44862373,121298,75046,1538173.36311944,140575507752077.0,2904770032997940.0
782,ETH,1603411200,428684,122229,88323945,245743,170736,2864895.47375235,253418691744239.0,3314962020710410.0
