,coin,time,addresses_active_count,addresses_new_non_zero_count,addresses_count,addresses_receiving_count,addresses_sending_count,transactions_transfers_volume_sum,mining_hash_rate_mean,mining_difficulty_latest
0,LTC,1328572800,2142,1590,270533,1403,1615,105025.05289101,42995912.1293254,6135600691.95335
1,LTC,1329264000,1540,1153,281546,847,1174,107427.74701871,45020648.1808664,6561394045.02215
2,LTC,1335571200,1178,917,357857,693,871,35474.41127397,28628820.9263215,5736923582.80904
3,LTC,1354579200,1671,1075,690814,1152,1140,125456.49645261,697201243.745154,189148487280.025
4,LTC,1393027200,32152,11006,3541498,27186,15262,1868308.94809938,81944901318.6634,12330003882679.3
5,LTC,1423353600,19943,6632,5482689,12812,14754,1285896.83837003,1139260949879.36,179976023950015.0
6,LTC,1428278400,13925,3242,5732590,11262,8228,958268.92946952,1109687024015.13,179898794580866.0
7,LTC,1436659200,22642,6578,6141627,17179,15579,13741780.7482391,1313471688705.03,192604074161389.0
8,LTC,1464739200,16300,4382,7353240,14099,8520,10095256.7107552,1076798672897.48,212497265214414.0
9,LTC,1489276800,16791,2890,8258944,9609,11342,1214656.86642505,2468873026502.18,380026011510771.0
10,LTC,1495324800,39665,20031,8952985,32468,28676,2501985.42729996,6805576954243.82,965620852281205.0
11,LTC,1504569600,80317,42330,11842404,67978,53999,10672556.0355802,20152346036463.1,2956097259223680.0
12,LTC,1530316800,87002,31083,31398049,75654,49997,2152113.82135386,302951056200115.0,4.19774429782002e+16
13,LTC,1574899200,57608,27930,48240711,47554,34734,5495978.59279312,151658510393625.0,2.49601963353592e+16
14,LTC,1585872000,47966,21075,51997052,40029,28770,3291936.32614729,140168709478652.0,2.15750071970486e+16
15,LTC,1606348800,112969,49817,61337033,96844,79559,7527073.54776873,207601355026278.0,3.31433273578625e+16
16,LTC,1319760000,2284,1819,40092,1590,1971,95378.56036846,4444754.97712478,807038110.340224
17,LTC,1335916800,1737,1067,362198,756,1433,226212.07764192,35932249.1125939,5429290005.27284
18,LTC,1337385600,1216,1013,379151,717,920,31752.33661781,28673923.9328216,4204255205.35572
19,LTC,1343433600,1969,1416,470610,1160,1587,155482.79196264,156955365.026337,35938903149.9194
20,LTC,1357084800,1354,1043,730136,945,875,65080.04667071,844145059.872884,147411166491.685
21,LTC,1388188800,31423,12088,2814279,27682,13702,10299943.4448624,93878764255.181,12238708272586.6
22,LTC,1466208000,16313,3870,7424318,12133,10145,9594758.09750283,1412228290968.02,190044327440996.0
23,LTC,1491350400,24584,12245,8396734,20466,16575,19761182.4828757,2774747779010.21,399248157018653.0
24,LTC,1517184000,157970,75229,24634541,133998,95590,6673664.26350927,123142473832568.0,1.72287405972973e+16
25,LTC,1522713600,113564,37977,28220140,93540,64859,2799992.82411273,194922230071586.0,2.92170566069964e+16
26,LTC,1537228800,82665,31640,33887907,71379,48974,2317075.99932148,269303470076951.0,3.73510592839959e+16
27,LTC,1538179200,84684,32425,34261220,70349,52570,2114394.35152833,241234595133923.0,3.82684983288001e+16
28,LTC,1542758400,89257,33039,35882679,66754,64033,4804032.66296226,205216562667630.0,3.21432567711424e+16
29,LTC,1556409600,64694,25580,40735515,52002,41724,3743861.84502467,326566174335736.0,4.83975528606849e+16
30,LTC,1590105600,79613,39221,53547306,58062,61041,3108273.37483622,199668602714784.0,2.67268923309333e+16
31,LTC,1590710400,82053,41425,53801137,61403,62054,3157156.44786657,231343802819499.0,3.22572111429735e+16
32,LTC,1599868800,111141,40556,58350831,97221,73499,2402919.30942769,278636246898604.0,4.41748776920076e+16
33,LTC,1603756800,143539,40801,60090263,126844,84835,5046744.41627386,184051779264288.0,3.7139847150002e+16
34,LTC,1609718400,150619,69245,63294148,126662,103722,11736335.2675151,274124642968151.0,3.81920517062874e+16
35,LTC,1612656000,179950,80987,65792059,147753,129788,14960388.8895683,303011268637995.0,4.3849187747466e+16
36,LTC,1614556800,249460,94066,67946705,205978,162201,22915477.2239851,294254955983848.0,4.26130630879064e+16
37,LTC,1323475200,1556,1248,201084,1007,1265,67777.76945509,24859655.2265367,4113685189.82447
38,LTC,1352764800,2762,1737,656800,1641,2040,564742.40789484,548192455.10348,79383251066.7576
39,LTC,1372982400,9925,4097,1637765,8323,5412,1407765.92929216,22982036335.3694,3905420026162.41
40,LTC,1374451200,9250,3860,1710298,7635,5216,1207561.14822201,24792680491.5061,3840551887734.62
41,LTC,1392940800,31471,11398,3530492,27216,15158,12712202.6610679,91558886801.1864,12330003882679.3
42,LTC,1404691200,18655,4958,4621305,11186,12437,16557506.2263935,523997688757.799,71231489192488.7
43,LTC,1405814400,14562,7670,4691845,12857,8576,5551118.00563814,582338332586.055,95129971938923.8
44,LTC,1412553600,8825,2972,5008884,7606,4954,2578026.08908165,1029677296523.83,158962303617908.0
45,LTC,1446681600,14202,4791,6502050,11415,9356,12157103.7493544,1450227921137.29,212916682234298.0
46,LTC,1454112000,36486,7824,6868286,29508,24820,2975066.42806948,1374692048021.86,239620464507714.0
47,LTC,1462320000,13368,3354,7239604,8882,9611,3993174.146893,1305645943920.85,218123220077485.0
48,LTC,1500940800,45588,26545,10512778,38577,32802,16042893.3005373,10935494844959.0,1681424594580330.0
49,LTC,1554422400,77794,33873,39909979,64276,49308,5254393.21643872,330048465303089.0,4.90332519133988e+16
50,LTC,1569974400,54608,25290,46630530,44609,33446,1550463.11833045,282156219709429.0,4.45827535854271e+16
51,LTC,1572825600,82117,28138,47540952,68179,36776,3985246.3857216,176879090493600.0,2.81003649206229e+16
52,LTC,1572998400,73685,33688,47624241,59119,50928,4237977.15395428,195782080427274.0,2.74429146560877e+16
53,LTC,1587427200,78572,33892,52489766,68718,40176,2053127.74248112,174055718737578.0,2.4953865310771e+16
54,LTC,1591056000,122692,40261,53952347,77132,95552,7018331.43742547,233714576968654.0,3.72438319263972e+16
55,LTC,1326067200,891,610,237440,601,611,24810.88338909,11860170.1538115,5201727592.23374
56,LTC,1326412800,2159,1844,241900,1069,1842,97100.80557257,31057733.737699,2793310062.35595
57,LTC,1334966400,1074,838,351197,525,811,36400.31093391,36655461.628894,6946463024.26851
58,LTC,1343088000,2204,1792,464690,1508,1658,151536.18941516,154899871.888184,30691985248.0056
59,LTC,1389916800,30090,10261,3072694,26878,11968,5045116.86714793,119323167459.849,16886071398968.4
60,LTC,1412121600,30820,4382,4994325,29765,6053,1577198.55012384,1080687262101.3,151820238339557.0
61,LTC,1420243200,12000,4721,5263933,10435,7285,12551485.7475357,1550147942952.22,229759392655417.0
62,LTC,1429142400,10208,3368,5774389,8045,6266,2545336.48680792,1226336955396.91,178330071526806.0
63,LTC,1438300800,9923,2817,6211960,8358,5998,4620533.75256233,1381489083003.56,198982380466138.0
64,LTC,1440201600,18721,3394,6279574,16795,9401,4472179.90427092,1238413776754.99,195202728057787.0
65,LTC,1458000000,16997,3210,7035716,11709,11858,3583756.10165472,1474965095234.09,217042741484090.0
66,LTC,1482278400,8338,2818,7969806,6976,5465,3956668.43281169,1777409143378.52,297279054305859.0
67,LTC,1509926400,67220,28652,13840644,56073,39806,38763451.6861877,28229236936142.7,4437687758567630.0
68,LTC,1515628800,293239,185929,22635348,253838,223633,9376858.49485297,106541576438957.0,1.57236853636853e+16
69,LTC,1546560000,73219,28329,37170173,57077,51362,3677746.04993815,177166690099653.0,2.56876787623445e+16
70,LTC,1593907200,63137,33872,55205816,54658,45996,2525355.09512986,258850955934935.0,3.72007028877637e+16
71,LTC,1606608000,93208,38651,61460847,80185,60801,7482082.27850403,219896757643756.0,3.17126192861117e+16
72,LTC,1619568000,300243,117872,74516130,267811,165365,8909319.15941953,314541899154359.0,4.6889559484819e+16
73,LTC,1620432000,323200,135993,75843274,279812,193105,8145806.55039598,365184751961782.0,5.3978949582502e+16
74,LTC,1621900800,355212,104305,77960836,318825,176570,13205817.4413799,362773761411608.0,4.81267648975317e+16
75,LTC,1320105600,3363,2834,49914,2250,2945,426821.20100573,8275318.02248039,871024455.416418
76,LTC,1323302400,1809,1393,198674,1182,1487,116432.86915058,21026026.8722979,4113685189.82447
77,LTC,1334361600,1558,1003,344587,721,1306,184428.5158427,43127565.7328351,7427646965.12363
78,LTC,1337212800,1404,1066,377147,803,1084,62586.29202006,28602087.097355,4966486955.98264
79,LTC,1359072000,3466,2386,761893,2711,2278,162348.95925137,576915825.422281,88127624359.8025
80,LTC,1360281600,3272,1741,783217,1793,2582,277580.86498892,586905193.447809,88183491441.037
81,LTC,1365033600,16000,11257,992193,14298,12199,1294557.05886992,5818830227.87727,657851921578.886
82,LTC,1388016000,37680,15358,2788406,32217,18164,28466630.3169439,83306664623.7209,12238708272586.6
83,LTC,1390521600,37544,15815,3166073,32222,19142,13955662.3787418,75768294127.4058,13443591387114.7
84,LTC,1408320000,12756,5385,4841081,11039,8167,35135204.76062,754524327833.478,120662117903497.0
85,LTC,1422662400,21879,15637,5409580,20409,7267,2663485.84141496,1148109505127.46,184928797268472.0
86,LTC,1423094400,10131,3964,5467948,8789,6274,2380553.74950327,1133040300925.76,182045244685459.0
87,LTC,1437868800,20617,4995,6195055,19102,10274,4875316.44081914,1271543109821.76,195639557512439.0
88,LTC,1446249600,22480,4354,6477991,20456,11355,11314786.6681338,1357767300925.13,215438171971700.0
89,LTC,1449878400,23171,5120,6643234,20706,12627,13889057.4510881,1460388144985.19,207622882276443.0
90,LTC,1450483200,21419,4200,6675489,19896,8472,2431298.66898429,1551335323110.92,216018439435701.0
91,LTC,1479513600,16769,2967,7890924,13811,7010,3430532.69031918,1730270883172.67,251297086012299.0
92,LTC,1497225600,44861,23393,9425142,38407,28145,11869846.616613,6744360236056.32,847436247996501.0
93,LTC,1499990400,55145,28127,10229289,47791,34636,12121150.505754,7779034161879.05,1182248556961980.0
94,LTC,1500336000,57656,29113,10336805,45743,40056,12025986.0694341,9724524977946.01,1318482233226590.0
95,LTC,1503187200,53801,23185,11217932,43145,32540,3319729.77192258,13455185966067.3,1914958913381540.0
96,LTC,1510272000,79598,40972,13998576,68815,48532,32801491.9249866,33616452989690.3,4433130208064010.0
97,LTC,1522368000,107749,39055,28089392,93223,59903,4412075.15763032,191013932520786.0,2.7476766213456e+16
98,LTC,1553385600,59178,23806,39498780,50440,36709,2653602.70025144,272151824937832.0,4.04649011171764e+16
99,LTC,1575676800,53210,26168,48479993,44091,32882,2356250.92262186,162560168634177.0,2.40918638923923e+16
100,LTC,1579392000,59309,27874,49793504,46556,38234,2708440.7886576,168818131992992.0,2.37984086261363e+16
101,LTC,1606780800,209954,55817,61564995,116187,165827,8028292.36037588,232383093866637.0,3.17126192861117e+16
102,LTC,1623974400,316399,90270,80211591,286094,137028,7891921.29481501,295015824194618.0,5.25207080764251e+16
103,LTC,1338076800,1432,1172,389254,920,1039,58168.07717868,28269443.6511682,5122305400.24313
104,LTC,1354665600,2637,1008,691822,1081,2093,229063.42666643,649361171.046963,189148487280.025
105,LTC,1361059200,2961,1982,800847,2114,2133,196270.88906618,487940456.792682,68603671728.2189
106,LTC,1373760000,8715,3577,1676582,7292,4691,4453295.93720351,24900781566.455,3964879391619.89
107,LTC,1374969600,7940,3251,1732423,6904,3891,1540489.40069369,25241558851.6857,3921246816959.54
108,LTC,1381104000,7687,2811,1984223,6397,3846,278268.90662483,29569261854.7071,4470613613952.55
109,LTC,1419120000,8429,3076,5223641,7309,4739,1818366.88157029,1472229470827.64,232519413090805.0
110,LTC,1423440000,19079,8801,5491490,16158,13567,3117186.78982987,1046008985879.55,179976023950015.0
111,LTC,1429401600,14685,4304,5786585,11228,9889,2390279.83121658,1095680232302.0,173814982037868.0
112,LTC,1435363200,29491,9049,6043670,27863,16765,6546654.43975005,1090364456315.89,170374643010371.0
113,LTC,1450656000,15604,6249,6685815,13093,10182,8238573.49833163,1457519315127.7,224098726811148.0
114,LTC,1459987200,19543,5390,7142136,16287,10196,3920626.79866834,1570143929871.51,239452497517172.0
115,LTC,1492560000,19455,8755,8495898,16690,12977,2184614.85099945,3940811213147.03,439232864222036.0
116,LTC,1530835200,86926,30523,31579434,75526,48340,2919075.30896578,274767121777427.0,3.96531566485482e+16
117,LTC,1536796800,85533,32145,33737097,71901,52701,2323716.98956169,255031758550341.0,3.7732472715383e+16
118,LTC,1569196800,101642,64794,46311516,86839,76439,4986769.93231125,314499420601096.0,4.81871695147461e+16
119,LTC,1585267200,50751,22608,51846672,41898,31263,2175340.65382314,140975499892928.0,2.10203933411778e+16
120,LTC,1589846400,93386,41567,53431797,77808,65272,2431968.74121525,163624349961188.0,2.86720972997912e+16
121,LTC,1620604800,439410,166805,76136289,370059,250605,15731660.3595936,356866057975259.0,5.3978949582502e+16
122,LTC,1351296000,2240,1464,630152,1496,1590,510175.50398637,571897373.022218,98954370458.7748
123,LTC,1358035200,2047,1159,743776,1171,1517,124525.21835183,667051603.34703,102232010314.926
124,LTC,1359504000,2504,1707,769487,1701,1866,124753.16414196,525347026.461901,87248246445.666
125,LTC,1409184000,8741,2864,4878075,7624,4615,3795491.2140369,803204517593.985,122285098899109.0
126,LTC,1410652800,10241,3825,4936221,8680,5975,1630728.08266648,939496649280.07,121644812114934.0
127,LTC,1421625600,11540,4288,5335444,9422,7552,2469829.49806493,1081046603144.18,173339685003785.0
128,LTC,1441152000,9272,2541,6313456,7492,5225,3129774.9051336,1249434933787.83,168488542397224.0
129,LTC,1460505600,14746,2829,7165687,12347,6112,2197599.98635587,1362584560316.03,223017694905672.0
130,LTC,1467763200,10562,3220,7495836,7495,7272,10209642.1665525,1304316745341.85,205524746791002.0
131,LTC,1511740800,115570,61761,14743423,94893,70403,17665984.4969072,44200903118677.2,5413296282431740.0
132,LTC,1518998400,161195,74348,26218018,130721,92070,3873158.65963634,135661287049860.0,2.10537565160283e+16
133,LTC,1538611200,81516,29956,34425895,66222,51038,2977253.3986248,240838513844454.0,3.92827267040637e+16
134,LTC,1539043200,75753,28479,34573770,64185,45520,3766985.69283093,249231761809986.0,3.85676028264452e+16
135,LTC,1602201600,100307,38105,59421330,89070,64362,3375357.54190289,270388937281836.0,3.90653234168496e+16
136,LTC,1351382400,2013,1355,631507,1365,1452,263620.26422944,527765531.129428,98954370458.7748
137,LTC,1358121600,2486,1739,745515,1730,1852,476796.47173848,780085886.339044,102232010314.926
138,LTC,1367884800,15947,9488,1306117,14217,10148,2697884.83133401,14623469064.644,1703181377225.99
139,LTC,1380931200,7691,3321,1977104,6620,4066,282523.10459133,27485408275.1156,4556728713151.13
140,LTC,1393545600,34681,10668,3611330,26589,18560,2951158.61306651,97228944394.5305,13508864538862.3
141,LTC,1415750400,9233,3418,5105971,7883,5569,4232725.12852973,1133033545139.6,178249080548599.0
142,LTC,1431561600,11784,2926,5866754,9558,6394,2155565.82433935,1126605403490.4,168654914319060.0
143,LTC,1446163200,17098,5016,6473637,13207,12103,15418730.3095406,1426513641427.92,215438171971700.0
144,LTC,1466121600,21207,5712,7420448,18105,11802,24429989.464737,1277276962534.32,190044327440996.0
145,LTC,1478908800,10621,2877,7871004,8260,6925,3396462.4324685,1534519716034.7,231187650065583.0
146,LTC,1480809600,11241,2432,7927919,7602,7327,2806915.12972802,1915597776117.5,296595533310815.0
147,LTC,1486425600,12051,3022,8126591,8750,8496,2425561.09500683,2840334620211.69,412866505488772.0
148,LTC,1496016000,30652,14989,9125515,27066,20184,1574388.7052624,6627697116882.77,1034829965000650.0
149,LTC,1504483200,95980,45601,11800074,72641,66468,19158550.872634,17921369732313.3,2956097259223680.0
150,LTC,1508112000,73992,35930,13148139,64594,46181,4385171.03326625,28336828109571.7,4444290708581700.0
151,LTC,1508889600,71451,33339,13458038,61520,45818,4760883.0905081,29051656023182.7,4383555197396770.0
152,LTC,1510531200,78329,36586,14118634,64294,49328,23964791.1177173,30381046213552.1,5068601558133520.0
153,LTC,1513555200,293279,180739,17402701,246988,188202,10574916.6618208,100606273586004.0,1.5262058036403e+16
154,LTC,1536019200,94043,34825,33441052,75413,58534,4311096.65794072,246079960600930.0,3.78810889153433e+16
155,LTC,1584748800,44354,19361,51721995,36675,27179,4372378.0009206,146321989517124.0,2.08665781090262e+16
156,LTC,1588723200,72474,33845,52970570,53631,53739,3481478.05623595,177332843801436.0,2.80424614619865e+16
157,LTC,1328400000,2394,1868,267508,1478,1827,148702.0471426,41037927.7673622,4155407490.01063
158,LTC,1346630400,4691,3742,529034,3634,4013,186670.87182311,233707816.397128,38526456829.8231
159,LTC,1354147200,3492,2618,683130,2418,2610,469233.30245938,997435393.889015,106901766837.625
160,LTC,1429833600,12632,3550,5803476,11135,6765,3713405.28856396,1043272036576.68,180192267328959.0
161,LTC,1434153600,23757,3364,5962500,20862,13009,6117875.67713267,982123759243.707,163532469846922.0
162,LTC,1440460800,11982,4545,6290302,9569,8415,20002905.4887323,1183946527002.12,194234627763850.0
163,LTC,1457568000,16957,3403,7017432,14601,8437,2235430.87688242,1517476902296.42,227618891656481.0
164,LTC,1493078400,16964,8633,8549460,13413,12591,23018964.7100735,4119979800556.82,565386476022332.0
165,LTC,1521936000,95778,32310,27893029,83667,48954,2309216.89010342,190131068129807.0,2.62998419728419e+16
166,LTC,1524441600,113268,39993,28949785,98823,60473,4644910.84426637,231759877978729.0,3.31059184901755e+16
167,LTC,1570233600,56398,28986,46711881,48465,34040,1279390.24862815,278435359617615.0,4.15687613358533e+16
168,LTC,1575936000,90381,30436,48560860,79029,41166,2079922.31049014,160700627657456.0,2.38425060096112e+16
169,LTC,1594512000,84870,37280,55490095,61230,63492,2066300.05119081,287679886747931.0,3.6823880421675e+16
170,LTC,1594684800,99963,45615,55575774,87808,70217,2730746.65424142,256363138235998.0,4.01251979817622e+16
171,LTC,1611100800,158088,73193,64392643,137514,107323,16519798.3727952,297154019516760.0,4.41757041785216e+16
172,LTC,1359244800,2201,1535,764892,1503,1563,123258.93627501,550380514.117459,88127624359.8025
173,LTC,1370304000,9634,4756,1491080,8307,5244,1659522.220979,16384981349.6388,2596748135083.38
174,LTC,1382832000,8004,2957,2046393,7011,3598,313648.19545864,33475322066.1783,4967200121156.37
175,LTC,1391126400,32767,11908,3265867,28040,15132,3914511.02730845,79490601235.4833,14174387309863.8
176,LTC,1397174400,30840,9938,4099374,25588,15550,6094303.79325116,158161870829.556,24948352550268.5
177,LTC,1483833600,9362,2780,8033233,7875,5530,5687461.89718725,2186790707814.0,323656219930744.0
178,LTC,1486944000,12274,2565,8146383,9801,6695,986218.86664432,2599210974850.53,423803303743345.0
179,LTC,1505779200,72325,35285,12364113,61688,47013,16709711.000145,21617805393751.5,3483478795239700.0
180,LTC,1531008000,88933,30010,31636976,76541,49308,4067592.65756809,276867759652099.0,3.96531566485482e+16
181,LTC,1541808000,79931,33710,35532205,65982,57036,1507375.72799397,232252900285496.0,3.5254684095885e+16
182,LTC,1543276800,85462,29177,36061240,61579,61562,2456481.39242419,159059026049998.0,2.94508367911416e+16
183,LTC,1545350400,81307,32313,36774144,62602,58498,3978450.49212159,172105460040766.0,2.25465963793799e+16
184,LTC,1580688000,80671,44318,50217762,68440,51651,2901015.79865949,162026790825445.0,2.28325400234771e+16
185,LTC,1582156800,68331,28415,50784079,51935,43366,9294385.39837406,173156212149400.0,2.6619922689085e+16
186,LTC,1591488000,126382,35118,54136046,53272,110580,4040393.92731442,240080924369164.0,3.4988252217382e+16
187,LTC,1603065600,109554,34263,59782276,99040,66097,2470481.1484513,264986475332788.0,4.06397165661977e+16
188,LTC,1609804800,158185,67742,63361890,133864,107791,11623969.6612018,261534787679579.0,3.98744769040996e+16
189,LTC,1339891200,1322,1043,413101,744,1005,91491.68375464,31235734.2376511,5089241538.02159
190,LTC,1362009600,5068,3462,825316,3785,4226,406175.85178251,463428553.515997,67944557830.9301
191,LTC,1381017600,9229,4308,1981412,8003,5277,341610.29891883,29601160946.1705,4556728713151.13
192,LTC,1390348800,35396,13711,3136620,30133,16809,7423498.55326451,72147277247.4454,17172231504411.0
193,LTC,1407542400,10493,3549,4799876,8829,6003,2793961.1602573,804317702299.096,115206146747271.0
194,LTC,1427414400,12555,3045,5697020,10383,7475,3317224.1645644,1115364616957.72,176266472357960.0
195,LTC,1437955200,11697,3396,6198451,9568,7459,5253900.75289728,1344266799588.38,195639557512439.0
196,LTC,1453334400,12497,3224,6817314,9281,7421,4481771.69005719,1500430593927.82,233836962182553.0
197,LTC,1459468800,15696,4567,7112885,13668,7524,3067473.76120905,1565256230535.12,236511303417351.0
198,LTC,1463270400,13071,3501,7280726,10729,7821,6541265.80537408,1456934656892.55,202259408771001.0
199,LTC,1487894400,13095,6164,8183906,11685,9149,4084700.50729873,2762591503568.18,396433831182069.0
200,LTC,1514937600,466117,289305,20604755,383032,361890,26643936.189571,108403028842317.0,1.62201795899374e+16
201,LTC,1524873600,108910,38522,29164761,95907,61194,2858129.69507348,256181086572910.0,3.57730607109896e+16
202,LTC,1542067200,85203,28931,35624949,62785,61611,2920047.87490007,250049045877682.0,3.46537005325829e+16
203,LTC,1548201600,56250,23849,37705289,46713,32810,2737217.5350707,190400734122277.0,2.74863620108589e+16
204,LTC,1551744000,76343,32316,38935904,60966,50402,5141689.22450056,263527722491815.0,3.683220960195e+16
205,LTC,1561593600,123373,52493,42992294,87789,82161,8066915.5887467,463925775858858.0,6.6235983242522e+16
206,LTC,1593648000,72217,39494,55096097,62092,53498,2147763.91256043,260245298964335.0,3.73646539536303e+16
207,LTC,1595030400,78057,39999,55744783,67879,54879,2339125.21033665,264329410353470.0,3.94913313926944e+16
208,LTC,1596153600,113839,53101,56302443,91676,84435,7578161.88834594,264434608119489.0,4.0281272553595e+16
209,LTC,1618704000,281890,123722,73252030,244487,182767,13547584.23407,321332789191402.0,4.31717109017371e+16
210,LTC,1334188800,1451,1046,342509,761,1136,112426.63830056,46984790.0784319,7427646965.12363
211,LTC,1381795200,8828,3292,2009550,7135,4915,344948.71096238,30726638558.1342,4250137228280.71
212,LTC,1389571200,31891,11350,3028177,28071,13967,5711337.39919866,106236748055.292,16713188009800.5
213,LTC,1411084800,11236,3762,4955019,9218,6801,5777936.06321232,881082795566.94,142605603261871.0
214,LTC,1439164800,11756,3050,6244219,9351,7334,4656933.91915323,1275115384889.55,200367819848721.0
215,LTC,1443657600,9721,2321,6387361,7892,5627,3229177.86260659,1237932087090.99,207284586067499.0
216,LTC,1463616000,22317,4321,7297668,15553,13582,7224823.67841324,1369103111272.45,216556070000738.0
217,LTC,1477440000,9421,3157,7821135,7784,5858,4443582.56242303,1518651394696.76,209181513638901.0
218,LTC,1498089600,54111,26556,9708713,40830,37504,41814992.0639121,7768981858510.18,1164742427247750.0
219,LTC,1517443200,170661,80905,24873766,141884,106886,4329465.4193768,126479145957848.0,1.78648771072795e+16
220,LTC,1524960000,114063,39184,29203945,97723,66483,3970588.87294208,248081204035345.0,3.57730607109896e+16
221,LTC,1533772800,104603,34719,32619627,78270,68579,2961239.41343205,289923596625076.0,3.9589661599715e+16
222,LTC,1544659200,86695,28088,36529041,57569,64213,2793894.29831895,168996119197628.0,2.3775882352848e+16
223,LTC,1545091200,76482,29755,36674332,53826,56376,3968936.8305154,144796263722746.0,2.41003476790475e+16
224,LTC,1322784000,2107,1775,189703,1360,1784,113927.02840494,25662326.9576761,3293364399.21559
225,LTC,1352937600,3028,1736,660127,1604,2306,154052.44511592,582306544.519188,91199439216.7809
226,LTC,1361232000,3446,2168,805348,2402,2512,284558.90423403,516118436.206315,80211608792.2035
227,LTC,1460678400,18269,2990,7171456,15765,10244,3877900.73539355,1421331296548.22,223017694905672.0
228,LTC,1461456000,20935,4446,7199930,15226,12633,13487631.8396001,1441688202372.91,206648323516864.0
229,LTC,1468108800,11395,3152,7509467,8731,7530,12184861.2395228,1413409546204.3,210573653254333.0
230,LTC,1496275200,43624,23699,9186313,37311,29115,88208568.6997548,7449699294031.52,1037055723945950.0
231,LTC,1511308800,89966,43636,14490754,75061,51981,14043754.1826859,33008424705382.3,5146752228295350.0
232,LTC,1513209600,361082,233076,16692820,289701,228621,21703016.8349967,94686247844318.4,1.30228158781183e+16
233,LTC,1513900800,383229,244100,18391707,327907,250952,18302109.8193773,102375096348212.0,1.46660116503222e+16
234,LTC,1522627200,98138,32087,28182163,83338,52067,3288612.85154657,194960225733809.0,2.8737004194511e+16
235,LTC,1535587200,80987,30375,33275924,69161,48462,2740942.89394455,246955725676278.0,3.78379880714054e+16
236,LTC,1546387200,79088,28528,37113043,58024,56568,3860518.9209614,173163928926922.0,2.56876787623445e+16
237,LTC,1547769600,68662,30583,37574568,58242,43086,3496631.6987813,187010236541305.0,2.68004587080488e+16
238,LTC,1595894400,126038,48754,56144553,100455,90304,8921926.90808832,272201439389610.0,4.0281272553595e+16
239,LTC,1596499200,124028,56638,56492171,110522,83485,4111276.36489455,275138263096012.0,4.19565571937914e+16
240,LTC,1353196800,1765,1236,664418,1161,1236,73065.35332321,485114084.950829,91199439216.7809
241,LTC,1362182400,3482,2186,830292,2536,2426,262010.40968713,602844289.639475,75606205892.9754
242,LTC,1408233600,10179,3930,4835696,8893,6391,7566462.08321256,804642037523.296,125801070698980.0
243,LTC,1452902400,14773,4768,6796852,10561,9761,6241707.12274048,1607526116200.68,237908359971276.0
244,LTC,1467244800,17324,4027,7473728,13362,10605,6816434.69661281,1278136921746.22,198922298653462.0
245,LTC,1473379200,8799,2304,7695818,7347,5299,3213714.64244222,1502695956556.86,227557117288194.0
246,LTC,1477785600,8891,2835,7833973,5238,7166,4044074.08267092,1439195114282.16,222045893454503.0
247,LTC,1493424000,27194,10474,8585650,24808,13114,21700369.977173,3597833784079.33,628428902636936.0
248,LTC,1508630400,66850,28751,13346464,56346,39548,3943425.4348714,27187817548710.6,4356910813705800.0
249,LTC,1538697600,83386,33169,34459064,69041,51541,3471310.28004389,254093338734810.0,3.64169443544578e+16
250,LTC,1608336000,118743,53119,62418283,101412,83133,13966558.6853385,236962748340715.0,3.52265445173668e+16
251,LTC,1622505600,315336,98386,78641835,276544,160075,11361976.0309575,365563802610811.0,5.4591105802985e+16
252,LTC,1622851200,291308,89379,79029055,263838,136431,6645740.03803829,320688689787490.0,5.19167363897537e+16
253,LTC,1623283200,316296,93522,79484607,280066,168786,8478966.13254826,379991927443549.0,5.29767489569729e+16
254,LTC,1321228800,2582,2033,81135,1773,2134,131768.79918942,17496303.1394042,2584884717.22511
255,LTC,1334793600,1230,913,349467,693,923,63851.57951103,44146448.5455867,7305992881.25837
256,LTC,1359676800,2025,1314,772235,1328,1399,207684.39771262,527663624.601168,81335583200.1004
257,LTC,1401667200,19109,6488,4454232,15908,9655,20482160.4523859,253176318617.732,38227445313354.9
258,LTC,1471737600,16580,2576,7640016,12679,8741,4101726.63034217,1564431952304.14,227453299614462.0
259,LTC,1488844800,10329,2722,8234630,8310,5593,608181.84795711,2398046917113.9,385998087399461.0
260,LTC,1492732800,18605,7726,8509610,15764,12031,6370116.17420448,3763023430770.43,567003716905756.0
261,LTC,1502841600,53668,31035,11102911,42370,36484,5014693.18861838,12261476714530.8,2012980152484020.0
262,LTC,1543449600,84933,32544,36125104,63825,60985,17327193.1899434,165799344609934.0,2.61320378358333e+16
263,LTC,1559174400,96078,40977,41790380,72819,64813,5139718.00036486,374225093312446.0,5.43335798473831e+16
264,LTC,1577145600,77277,22294,48917151,69573,30932,5612965.41765476,146913358614061.0,2.12117831038406e+16
265,LTC,1577836800,41353,16778,49345735,33615,23609,1539955.79151517,157588262646557.0,2.23413654978266e+16
266,LTC,1592438400,66428,37251,54547069,56367,48879,3115474.50065209,252449756647694.0,3.44725734943871e+16
267,LTC,1599177600,125050,48766,58010281,105912,87461,14821987.6971211,271737699868174.0,3.87235190553068e+16
268,LTC,1601769600,105772,33030,59239730,93105,63449,2004624.58571031,265042682499119.0,4.19852805092297e+16
269,LTC,1615680000,276708,104750,69250125,252176,145686,7659788.98022106,297636518085937.0,4.15354896543816e+16
